conceptType,conceptUri,skillType,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08dede9c-570a-462a-931a-481aef87fd6d,knowledge,livestock reproduction,"methods in livestock reproduction
techniques in livestock breeding
methods in livestock breeding
legislation in livestock breeding
procedures in livestock reproduction
techniques in livestock reproduction
legislation in livestock reproduction
procedures in livestock breeding","Understand natural and artificial reproduction techniques, gestation periods and birthing for livestock. Understand the humane destruction of relevant animals in accordance with national legislation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08f85a8c-c50c-4c97-b456-2fdda7f6a973,knowledge,preventive medicine,"measures for disease prevention
medical disease prevention
disease prevention in medicine
measures for prevention of diseases
preventative medicine",The measures taken for disease prevention in a specific area or a group of people.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909,knowledge,labour legislation,"employment law
employment legislation
legislation on labour","Legislation, on a national or international level, that governs labour conditions in various fields between labour parties such as the government, employees, employers, and trade unions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/090b7d62-bd5b-48c8-a339-d33e7992a9ca,knowledge,swaging machine types,"swaging machine brands
swaging machine categories
forge metal alteration machine  brands
forge metal alteration machine  varieties
swaging machine varieties
forge metal alteration machine  formats
swaging machine formats
forge metal alteration machine  categories","Types of machines used for swaging processes in forging, such as the tagging machine, the butt swaging machine, the creeping spindle swaging machine and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09121179-fd6e-4796-91e7-afd9f64315cc,knowledge,public service concession,"public utility compromise
public utility accord
public utility  concordat
public service compromise
public utility arrangement
public service  concordat
public service arrangement
public service accord","The procedures involved in the granting of rights, land or property by a government to a private company which enters an agreement with the government to operate or make use of certain services, and what qualifies or may qualify as a concession."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09169f97-5c9a-413e-8aa3-5af953ba3a04,knowledge,buttonholing,"techniques and procedures for making buttonholes
buttonholing techniques and procedures
buttonholing for wearing apparel
wearing apparel buttonholing
techniques and procedures for buttonholing",The methods of buttonholing using specialised buttonholing machines in order to make buttonholes to wearing apparel.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0939079f-e4dc-46c3-94fa-5155fc34c888,knowledge,acoustical engineering,"engineering for acoustics
acoustical engineering research
acoustical engineering work
acoustical engineering fieldwork
acoustical engineering applications
acoustical engineering analysis
acoustic engineering
acoustical engineering studies
acoustical engineering analyses","The engineering discipline that applies acoustics to design new technologies to reduce unwanted noise, to create applications of ultrasound, to improve the acoustics in concert halls, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,knowledge,digital printing,"digital printings
electronic printing","The technique that allows printing a digital-based image directly onto a variety of materials, mostly using inkjet or laser printer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09529105-30ab-4b92-b394-18a8607a57c8,knowledge,osteology,"study of skeletal elements
field of osteology
study of bones
study of the structure of bones
science of osteology
practice of osteology","The scientific study of human and animal skeletons, bone structure and specific bones. Osteology examines the bone structure as a whole and specific bones. The research can focus on diseases, function or pathology of bones."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/095cf302-1542-49fa-92f9-b7f212edf1a1,knowledge,renal diseases,"nephrology
kidney diseases
renal disease",Reneal diseases is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09637f9c-ad8c-42ff-94d8-6a5a81d1dfd1,knowledge,types of sanders,"type of sander
varieties of sanders
categories of sanders
kinds of sanders
sorts of sanders","Types of electric sanders such palm grip and pistol grip sanders, their features and application."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09708bab-8485-40db-a004-9d286815f781,knowledge,types of waxes,"types of a wax
wax types
categories of waxes
types of wax
varieties of waxes
brands of waxes
variations of waxes","Waxes are organic compounds composed of alkyl chains and they can have different origins. There are animal waxes such as beewax, plant waxes such as soja or palm wax, and petroleum derived waxes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09b7de14-3aa8-493c-87f4-4eeb76daf800,knowledge,navy operations,"naval exercises
seafaring activities
naval manoeuvres
navy performance
navy activities
seafaring manoeuvres
seafaring performance
seafaring exercises","The operational procedures and regulations of military naval organisations, on base and on ships during missions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09c23d60-a248-4f3a-b1d1-e9c041b97729,knowledge,animal acquisition,"animal adoption
animal acquisitions","The relevant legal, recommended and ethical considerations related to the acquisition and disposition of animals."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,knowledge,Cain and Abel (penetration testing tool),,"The software tool Cain and Abel is a password recovery tool which tests the Microsoft Operating System for security weaknesses and potentially unauthorised access to system information. The tool decodes, decrypts and uncovers passwords by means such as brute-force and cryptanalysis attacks, network sniffing and protocols analysis."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09dea77e-870c-49eb-9a97-1398bee57bd0,knowledge,cleaning industry health and safety measures,"cleaning industry safety and health measures
cleaning industry health and safety measure
health and safety measures for cleaning industry
cleaning industry health and safety procedures",Preventive and interventional methods used in the cleaning industry to maintain health and safety for all workers and tertiary persons.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09e66cd3-1eb2-4653-b07f-d919cf990962,knowledge,radiation effects on human body,"effects of radiation exposure on humans
effects of radiation on specific body parts
radiation effects on human bodies
physical effects of radiation on humans
radiation effect on human body",The way specific body parts are more specifically affected by exposure to different types of radiation sources.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,knowledge,systems development life-cycle,application development life-cycle,"The sequence of steps, such as planning, creating, testing and deploying and the models for the development and life-cycle management of a system."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,knowledge,transportation software related to an ERP system,"transportation software relating to ERP systems
transportation software related to an ERP programme
transportation software related to ERP operations
transportation software related to ERP administration
transportation software related to an ERP data
transportation software relating to an ERP system
transportation software related to ERP systems","Business management software to collect, manage and interpret data related to shipping, payment, inventory, manufacturing applied in transportation and distribution."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a14bbb7-6f92-4fb1-8f87-a5353b662e1b,knowledge,visual flight rules,"visual flight rules communications
VFR
IFR
visual flight regulations
VFR communications
instrument flight regulations
visual flight rules
instrument flight rules",Types of flight rules which are a compilation of regulations that allow pilots to fly aircrafts in clear as well as unclear weather conditions whereby it is declared that outside visual reference to the ground and other obstructions are not safe.
